135531	C12_S36	0	0.9014981609401632	0	0	0	0	0	0	0	0	0	0	0
135540	D1_S37	0	0.8994723687864482	0	0	0	0	0	0	0	0	0	0	0
135561	E7_S55	0	0.8952007835455436	0	0	0	0	0	0	0	0	0	0	0
135549	D7_S43	0	0.8927817644575771	0	0	0	0	0	0	0	0	0	0	0
135513	A7_S7	0	0.8837477358801251	0	0	0	0	0	0	0	0	0	0	0
135509	A2_S2	0	0.8723035439137135	0	0	0	0	0	0	0	0	0	0	0
135512	A6_S6	0	0.8643831370117793	0	0	0	0	0	0	0	0	0	0	0
135538	C8_S32	0	0.859434360489658	0	0	0	0	0	0	0	0	0	0	0
135544	D2_S38	0	0.8573329784402449	0	0	0	0	0	0	0	0	0	0	0
135543	D12_S48	0	0.8551881802982223	0	0	0	0	0	0	0	0	0	0	0
135573	F8_S68	0	0.8259345794392523	0	0	0	0	0	0	0	0	0	0	0
135564	F1_S61	0	0	0.891082720351013	0	0	0	0	0	0	0	0	0	0
135571	F6_S66	0	0	0.8893466745144203	0	0	0	0	0	0	0	0	0	0
135552	E1_S49	0	0	0.8794745958429562	0	0	0	0	0	0	0	0	0	0
135523	B5_S17	0	0	0.8760736196319019	0	0	0	0	0	0	0	0	0	0
135554	E11_S59	0	0	0.8748728832294292	0	0	0	0	0	0	0	0	0	0
135527	B9_S21	0	0	0.8716758125791473	0	0	0	0	0	0	0	0	0	0
135542	D11_S47	0	0	0.8710971786833855	0	0	0	0	0	0	0	0	0	0
135553	E10_S58	0	0	0.8704149417541157	0	0	0	0	0	0	0	0	0	0
135526	B8_S20	0	0	0.8643073811931243	0	0	0	0	0	0	0	0	0	0
135528	C1_S25	0	0	0.8632162661737524	0	0	0	0	0	0	0	0	0	0
135532	C2_S26	0	0	0.8589276418532015	0	0	0	0	0	0	0	0	0	0
135533	C3_S27	0	0	0.8483674598782512	0	0	0	0	0	0	0	0	0	0
135510	A3_S3	0	0	0.8434985725408772	0	0	0	0	0	0	0	0	0	0
135545	D3_S39	0	0	0.7509829619921363	0	0	0	0	0	0	0	0	0	0
135515	A9_S9	0	0	0	0.8952891525037071	0	0	0	0	0	0	0	0	0
135567	F2_S62	0	0	0	0.8894620486366986	0	0	0	0	0	0	0	0	0
135566	F11_S71	0	0	0	0.8889528193325662	0	0	0	0	0	0	0	0	0
135508	A12_S12	0	0	0	0.8831650362890502	0	0	0	0	0	0	0	0	0
135507	A11_S11	0	0	0	0.8653004250999302	0	0	0	0	0	0	0	0	0
135511	A4_S4	0	0	0	0.8564139941690962	0	0	0	0	0	0	0	0	0
135574	F9_S69	0	0	0	0	0.9097244219195438	0	0	0	0	0	0	0	0
135569	F4_S64	0	0	0	0	0.8857049287702636	0	0	0	0	0	0	0	0
135575	G1_S73	0	0	0	0	0.8790667184616878	0	0	0	0	0	0	0	0
135570	F5_S65	0	0	0	0	0.8782154340836013	0	0	0	0	0	0	0	0
135557	E3_S51	0	0	0	0	0.8614139992965177	0	0	0	0	0	0	0	0
135514	A8_S8	0	0	0	0	0	0.9348697394789579	0	0	0	0	0	0	0
135555	E12_S60	0	0	0	0	0	0.9226209941137999	0	0	0	0	0	0	0
135559	E5_S53	0	0	0	0	0	0.8959042046536944	0	0	0	0	0	0	0
135562	E8_S56	0	0	0	0	0	0.8461053295490382	0	0	0	0	0	0	0
135534	C4_S28	0	0	0	0	0	0	0.9604659695468721	0	0	0	0	0	0
135524	B6_S18	0	0	0	0	0	0	0.9314254113092769	0	0	0	0	0	0
135546	D4_S40	0	0	0	0	0	0	0.9191604603926878	0	0	0	0	0	0
135550	D8_S44	0	0	0	0	0	0	0	0.8687867450561197	0	0	0	0	0
135568	F3_S63	0	0	0	0	0	0	0	0.8443496801705757	0	0	0	0	0
135518	B11_S23	0	0	0	0	0	0	0	0	0.8159662664379645	0	0	0	0
135551	D9_S45	0	0	0	0	0	0	0	0	0.5461706783369803	0	0	0	0
135572	F7_S67	0	0	0	0	0	0	0	0	0	0.16159695817490494	0	0	0
135565	F10_S70	0	0	0	0	0	0	0	0	0	0	0.7797340998922027	0	0
135563	E9_S57	0	0	0	0	0	0	0	0	0	0	0	0.8257325402070941	0
Sequence accession / SymPortal UID		517-4073	517-611-69712-19814	517-611-1574	517-611-69712-4073	517-518-519-522-534	517-1574-10953	517-775	517-518-522-14939-519	517-69636-522	517	517-538798	517-10185	854-939
Average defining sequence proportions and [stdev]		0.962[0.003]-0.038[0.003]	0.824[0.035]-0.097[0.019]-0.043[0.012]-0.035[0.008]	0.961[0.009]-0.026[0.008]-0.012[0.002]	0.861[0.013]-0.076[0.009]-0.032[0.004]-0.031[0.004]	0.815[0.011]-0.089[0.008]-0.038[0.002]-0.035[0.006]-0.024[0.004]	0.887[0.047]-0.079[0.034]-0.033[0.013]	0.961[0.001]-0.039[0.001]	0.821[0.003]-0.063[0.002]-0.046[0.006]-0.044[0.001]-0.026[0.003]	0.729[0.311]-0.256[0.301]-0.015[0.010]	1.000[nan]	0.827[nan]-0.173[nan]	0.968[nan]-0.032[nan]	0.922[nan]-0.078[nan]
